"MasterUID
ROP3_AGWM CountryCode_PEID",CrossReference,AGWM CountryCode,WAGF Region,WAGF BLOCK,WAGF MEMBER,WAGF_UID,AGWM Country Name,AGWM Area,AGWM Region,IMB UID,FID,PEID,PGID,Status,Name,NmDisp,NmAlt,ISOalpha3,Ctry,Regn,RegnSub,ROG,AffCd,Aff,PeopleDesc,LocationDe, Pop ,PopCls,EvngLvl,CongExst,Plnting,EngStat,GSEC,GSECbrf,GSEClng,SPI,SPIdesc,ROL,Lang,LangFamily,ROR,Rlgn,RORdesc,Rlgn_AGWM Region,AGWM Religion Breakdown,ROR3,RlgnBs,ROR4,RlgnDiv,ROP3,PplNm,ROP25,Ethne,ROP2,PplClstr,ROP1,Affbloc,Bible,Jesus,Radio,Gospel,Audio,Stories,ResTot,LvlBible,YrPub,PicCrdt,PicURL,Photo,Indigenous,Latitude,Longitude,Location
,,2842,,,,2842_Tajikistan,Tajikistan,,,,,,,,Yazeed,,,AZE,Azerbaijan,,,AJ,,,,,,,,,,,,,,,,kby,Manga Kanuri,,,,,,,,,,,105458,"Kurd, Northern (Kurmanji)",304373,Kummara,C0299,Bhoi,,,,,,,,,,,,,,,,,,
,,2312,,,,2312_United Arab Emirates,United Arab Emirates,,,,,,,,Shina,,,TJK,Tajikistan,,,TI,,,,,,,,,,,,,,,,mne,Naba,,,,,,,,,,,105940,Luwu,304248,Kotokoli,C0065,Chinese,,,,,,,,,,,,,,,,,,
,,1316,,,,1316_Ghana,Ghana,,,,,,,,Jita,,,ARE,United Arab Emirates,,,AE,,,,,,,,,,,,,,,,mar,Marathi,,,,,,,,,,,108386,Rizeigat,306292,Okebu (Kebu),C0264,"Bantu, Central-Southwest",,,,,,,,,,,,,,,,,,
,,2744,,,,2744_Belarus,Belarus,,,,,,,,"Kurd, Northern",,,GHA,Ghana,,,GH,,,,,,,,,,,,,,,,nyn,Nyankore,,,,,,,,,,,108434,Rufiji,301313,Bairagi,C0085,Guinean,,,,,,,,,,,,,,,,,,
,,1328,,,,1328_Liberia,Liberia,,,,,,,,Luwu,,,BLR,Belarus,,,BO,,,,,,,,,,,,,,,,afg,Afghan Sign Language,,,,,,,,,,,118552,Tondaman,306714,Pila (Benin),C0002,Aceh of Sumatra,,,,,,,,,,,,,,,,,,
,,1336,,,,1336_Niger,Niger,,,,,,,,Rizeiqat,,,LBR,Liberia,,,LI,,,,,,,,,,,,,,,,ary,Moroccan Arabic,,,,,,,,,,,105877,"Mari, Meadow",305805,Nai,C0199,Songhai,,,,,,,,,,,,,,,,,,
,,2206,,,,2206_Bulgaria,Bulgaria,,,,,,,,Rufiji,,,NER,Niger,,,NG,,,,,,,,,,,,,,,,azb,South Azerbaijani,,,,,,,,,,,118657,"Kummara, Kumbara",308471,Uppara,C0268,"Bantu, Gikuyu-Kamba",,,,,,,,,,,,,,,,,,
,,2834,,,,2834_Kyrgyzstan,Kyrgyzstan,,,,,,,,Tondman,,,BGR,Bulgaria,,,BU,,,,,,,,,,,,,,,,afb,Gulf Arabic,,,,,,,,,,,105270,Kotokoli,305907,Nasu,C0302,Kapu,,,,,,,,,,,,,,,,,,
,,2327,,,,2327_Tunisia,Tunisia,,,,,,,,Low Mari,,,KGZ,Kyrgyzstan,,,KG,,,,,,,,,,,,,,,,eng,English,,,,,,,,,,,107613,Okebu,305192,Maran Nair,C0042,Beja,,,,,,,,,,,,,,,,,,
,,4408,,,,4408_Colombia,Colombia,,,,,,,,"Kummara, Kumbara",,,TUN,Tunisia,,,TS,,,,,,,,,,,,,,,,wni,Ndzwani Comorian,,,,,,,,,,,117034,"Bairagi, Gujarati",301104,Bestha,C0175,Ouaddai-Fur,,,,,,,,,,,,,,,,,,
,,2518,,,,2518_Greece,Greece,,,,,,,,Deaf Myanmarese,,,COL,Colombia,,,CO,,,,,,,,,,,,,,,,kdt,Kuay,,,,,,,,,,,108029,Pila,300342,Ansari,C0235,Zhuang,,,,,,,,,,,,,,,,,,
,,3318,,,,3318_Papua New Guinea,Papua New Guinea,,,,,,,,Kotokoli,,,GRC,Greece,,,GR,,,,,,,,,,,,,,,,xan,Xamtanga,,,,,,,,,,,118964,"Nai, Jharkhandi",302558,Gangawar,C0189,Sara-Bagirmi,,,,,,,,,,,,,,,,,,
,,2231,,,,2231_Montenegro,Montenegro,,,,,,,,Kebu,,,PNG,Papua New Guinea,,,PP,,,,,,,,,,,,,,,,xms,Moroccan Sign Language,,,,,,,,,,,117731,Uppara,302414,Fezara,C0115,Lampung of Sumatra,,,,,,,,,,,,,,,,,,
,,2306,,,,2306_Oman,Oman,,,,,,,,Bairagi (Gujarati),,,MNE,Montenegro,,,MJ,,,,,,,,,,,,,,,,hmh,Southwestern Huishui Miao,,,,,,,,,,,114247,"Nasu, Panxian",301100,Berti,C0045,Amazigh-Saharan,,,,,,,,,,,,,,,,,,
,,3204,,,,3204_Japan,Japan,,,,,,,,Pila,,,OMN,Oman,,,MU,,,,,,,,,,,,,,,,ory,Odia,,,,,,,,,,,118958,Maran Nair,308547,Van Baoriya,C0344,Mallah,,,,,,,,,,,,,,,,,,
,,2235,,,,2235_Andorra,Andorra,,,,,,,,Nai (Jharkhandi),,,JPN,Japan,,,JA,,,,,,,,,,,,,,,,wol,Wolof,,,,,,,,,,,116238,Bestha,305115,Manga Kanuri,C0294,Brahmin,,,,,,,,,,,,,,,,,,
,,2846,,,,2846_Uzbekistan,Uzbekistan,,,,,,,,Uppara,,,AND,Andorra,,,AN,,,,,,,,,,,,,,,,prs,Dari,,,,,,,,,,,118693,"Ansari-Momin, Bengali",301216,Bilala,C0110,Kyrgyz,,,,,,,,,,,,,,,,,,
,,2140,,,,2140_Sweden,Sweden,,,,,,,,Deaf Algerian,,,UZB,Uzbekistan,,,UZ,,,,,,,,,,,,,,,,aar,Afar,,,,,,,,,,,118642,Gangawar,304794,Lonar,C0263,"Bantu, Central-Southeast",,,,,,,,,,,,,,,,,,
,,2730,,,,2730_Georgia,Georgia,,,,,,,,"Nasu, Panxian",,,SWE,Sweden,,,SW,,,,,,,,,,,,,,,,sdl,Saudi Arabian Sign Language,,,,,,,,,,,103012,Fezara,303036,Hima,C0262,"Bantu, Central-South",,,,,,,,,,,,,,,,,,
,,2224,,,,2224_Bosnia and Herzegovina,Bosnia and Herzegovina,,,,,,,,Maran Nair,,,GEO,Georgia,,,GG,,,,,,,,,,,,,,,,boz,Tiéyaxo Bozo,,,,,,,,,,,101289,Berti,300378,Aoka,C0313,Teli,,,,,,,,,,,,,,,,,,
,,2402,,,,2402_Bhutan,Bhutan,,,,,,,,Bestha,,,BIH,Bosnia and Herzegovina,,,BK,,,,,,,,,,,,,,,,shz,Syenara Sénoufo,,,,,,,,,,,118900,Van Baoriya,306962,Rathia,C0333,Other Tribal,,,,,,,,,,,,,,,,,,
,,4228,,,,4228_Jamaica,Jamaica,,,,,,,,Ansari-Momin (Bengali),,,BTN,Bhutan,,,BT,,,,,,,,,,,,,,,,qxn,Northern Conchucos Ancash Quechua,,,,,,,,,,,106240,Manga Kanuri,302999,Hatkar,C0146,Mongolian,,,,,,,,,,,,,,,,,,
,,2721,,,,2721_Armenia,Armenia,,,,,,,,Gangawar,,,JAM,Jamaica,,,JM,,,,,,,,,,,,,,,,bho,Bhojpuri,,,,,,,,,,,101440,Bilala,300412,"Arab, Moroccan",C0266,"Bantu, Chewa-Sena",,,,,,,,,,,,,,,,,,
,,2227,,,,2227_Kosovo,Kosovo,,,,,,,,Fezara,,,ARM,Armenia,,,AM,,,,,,,,,,,,,,,,wti,Berta,,,,,,,,,,,118664,Lonar,300897,Bari (South Asian),C0331,Gond,,,,,,,,,,,,,,,,,,
,,1112,,,,1112_Malawi,Malawi,,,,,,,,Domari Gypsy,,,KOS,Kosovo,,,KV,,,,,,,,,,,,,,,,nbw,Southern Ngbandi,,,,,,,,,,,103783,Hima,300091,Afshari,C0345,Rift,,,,,,,,,,,,,,,,,,
,,1348,,,,1348_Sierra Leone,Sierra Leone,,,,,,,,Deaf Sudanese,,,MWI,Malawi,,,MI,,,,,,,,,,,,,,,,gex,Garre,,,,,,,,,,,113992,Aoka,300401,"Arab, Gulf",C0324,Sayyid,,,,,,,,,,,,,,,,,,
,,1314,,,,"1314_Gambia, The","Gambia, The",,,,,,,,Berti,,,SLE,Sierra Leone,,,SL,,,,,,,,,,,,,,,,ndg,Ndengereko,,,,,,,,,,,113114,"Rathia, Muslim",300330,Anglo-South African,C0297,Rajput,,,,,,,,,,,,,,,,,,
,,1416,,,,1416_Congo,Congo,,,,,,,,Van Baoriya,,,GMB,The Gambia,,,GA,,,,,,,,,,,,,,,,cmn,Mandarin Chinese,,,,,,,,,,,111581,Hatkar,306776,Pomak,C0161,Omotic,,,,,,,,,,,,,,,,,,
,,3526,,,,3526_Brunei,Brunei,,,,,,,,Deaf Iraqi,,,COG,Congo,,,CF,,,,,,,,,,,,,,,,sdb,Shabak,,,,,,,,,,,106804,"Arab, Moroccan",301826,Comorian,C0212,Talysh,,,,,,,,,,,,,,,,,,
,,1408,,,,1408_Central African Republic,Central African Republic,,,,,,,,Manga Kanuri,,,BRN,Brunei,,,BX,,,,,,,,,,,,,,,,her,Herero,,,,,,,,,,,111470,"Bari, Hindu",304326,Kui (Thailand),C0188,South Himalayan,,,,,,,,,,,,,,,,,,
,,1510,,,,1510_Guinea-Bissau,Guinea-Bissau,,,,,,,,Bilala,,,CAF,Central African Republic,,,CT,,,,,,,,,,,,,,,,opa,Okpamheri,,,,,,,,,,,100096,Afshari,308850,Xamir (Eastern Agaw),C0109,Khoisan,,,,,,,,,,,,,,,,,,
,,1344,,,,1344_Senegal,Senegal,,,,,,,,Lonar,,,GNB,Guinea-Bissau,,,PU,,,,,,,,,,,,,,,,btz,Batak Alas-Kluet,,,,,,,,,,,100427,"Arab, Gulf Sunni",307485,Shukria,C0018,"Arab, Shuwa",,,,,,,,,,,,,,,,,,
,,2538,,,,2538_Spain,Spain,,,,,,,,Hima,,,SEN,Senegal,,,SG,,,,,,,,,,,,,,,,hmm,Central Mashan Miao,,,,,,,,,,,109436,Anglo-South African,309255,Huishui Miao,C0126,Malinke,,,,,,,,,,,,,,,,,,
,,2408,,,,2408_Bangladesh,Bangladesh,,,,,,,,Aoka,,,ESP,Spain,,,SP,,,,,,,,,,,,,,,,hmb,Humburi Senni Songhay,,,,,,,,,,,108104,Pomak,301163,Bhondari,C0156,Nuba Mountains,,,,,,,,,,,,,,,,,,
,,4506,,,,4506_Brazil,Brazil,,,,,,,,Rath,,,BGD,Bangladesh,,,BG,,,,,,,,,,,,,,,,xsm,Kasem,,,,,,,,,,,115068,"Comorian, Ndzwani",308823,Wolof,C0103,Kaili-Tomini of Sulawesi,,,,,,,,,,,,,,,,,,
,,2309,,,,2309_Kuwait,Kuwait,,,,,,,,Hatkar,,,BRA,Brazil,,,BR,,,,,,,,,,,,,,,,afr,Afrikaans,,,,,,,,,,,105352,Kui,306872,Qizilbash,C0339,Dhobi,,,,,,,,,,,,,,,,,,
,,3505,,,,3505_Philippines,Philippines,,,,,,,,Deaf Afghan,,,KWT,Kuwait,,,KU,,,,,,,,,,,,,,,,thk,Kitharaka,,,,,,,,,,,103680,Xamir,300064,Afar,C0077,Fulani / Fulbe,,,,,,,,,,,,,,,,,,
,,4332,,,,4332_Panama,Panama,,,,,,,,"Arab, Moroccan",,,PHL,Philippines,,,RP,,,,,,,,,,,,,,,,bze,Jenaama Bozo,,,,,,,,,,,108969,Shukria,300338,Anjana Patel,C0304,Kumhar,,,,,,,,,,,,,,,,,,
,,1103,,,,1103_Djibouti,Djibouti,,,,,,,,Bari (Hindi),,,PAN,Panama,,,PM,,,,,,,,,,,,,,,,urd,Urdu,,,,,,,,,,,114206,"Miao, Huishui Southwestern",300947,Batahin,C0089,Hani,,,,,,,,,,,,,,,,,,
,,4412,,,,4412_Ecuador,Ecuador,,,,,,,,Afshari,,,DJI,Djibouti,,,DJ,,,,,,,,,,,,,,,,kjk,Highland Konjo,,,,,,,,,,,118871,Bhondari,301402,Bozo,C0177,Pasemah of Sumatra,,,,,,,,,,,,,,,,,,
,,1424,,,,1424_Gabon,Gabon,,,,,,,,"Arab, Qatari",,,ECU,Ecuador,,,EC,,,,,,,,,,,,,,,,mup,Malvi,,,,,,,,,,,110856,Wolof,307384,Senufo,C0046,Amazigh-Kabyle,,,,,,,,,,,,,,,,,,
,,2110,,,,2110_Finland,Finland,,,,,,,,South African Muslims,,,GAB,Gabon,,,GB,,,,,,,,,,,,,,,,bej,Bedawiyet,,,,,,,,,,,108231,Qizilbash,306877,Quechua / Quichua,C0062,Chadic,,,,,,,,,,,,,,,,,,
,,3202,,,,3202_Hong Kong (Yangtze-Pearl),Hong Kong (Yangtze-Pearl),,,,,,,,Pomak,,,FIN,Finland,,,FI,,,,,,,,,,,,,,,,sjg,Assangori,,,,,,,,,,,102419,Afar,307422,Shaikh,C0127,Malinke-Bambara,,,,,,,,,,,,,,,,,,
,,3332,,,,3332_Solomon Islands,Solomon Islands,,,,,,,,Comorian Nzwani,,,HKG,Hong Kong,,,HK,,,,,,,,,,,,,,,,zqe,Qiubei Zhuang,,,,,,,,,,,118861,"Anjana Patel, Gujarati",308351,Tumbatu,C0276,Sidama,,,,,,,,,,,,,,,,,,
,,1614,,,,1614_Mauritius,Mauritius,,,,,,,,Kui,,,SLB,Solomon Islands,,,BP,,,,,,,,,,,,,,,,pll,Shwe Palaung,,,,,,,,,,,101121,Batahin,301099,Berta,C0148,Munda-Santal,,,,,,,,,,,,,,,,,,
,,3317,,,,3317_New Zealand,New Zealand,,,,,,,,Xamir,,,MUS,Mauritius,,,MP,,,,,,,,,,,,,,,,npi,Nepali,,,,,,,,,,,101648,"Bozo, Tieyaxo",307913,Tamil,C0157,Nubian,,,,,,,,,,,,,,,,,,
,,4424,,,,4424_Venezuela,Venezuela,,,,,,,,Deaf Moroccan,,,NZL,New Zealand,,,NZ,,,,,,,,,,,,,,,,acw,Hijazi Arabic,,,,,,,,,,,118965,"Nai, Kannada",306032,Ngbandi,C0059,Borneo-Kalimantan,,,,,,,,,,,,,,,,,,
,,1225,,,,1225_eSwatini,eSwatini,,,,,,,,Shukria,,,VEN,Venezuela,,,VE,,,,,,,,,,,,,,,,knn,Konkani,,,,,,,,,,,114260,"Nosu, Butuo",307625,Somali,C0296,Other Forward Caste,,,,,,,,,,,,,,,,,,
,,4232,,,,4232_Suriname,Suriname,,,,,,,,"Miao, Huishui",,,SWZ,Eswatini,,,WZ,,,,,,,,,,,,,,,,tiz,Tai Hongjin,,,,,,,,,,,108931,"Senufo, Syenara",305953,Ndengereko,C0130,Maluku-Central,,,,,,,,,,,,,,,,,,
,,3210,,,,3210_Macau (Yangtze-Pearl),Macau (Yangtze-Pearl),,,,,,,,Bhondari,,,SUR,Suriname,,,NS,,,,,,,,,,,,,,,,rsl,Russian Sign Language,,,,,,,,,,,102279,"Quechua, Northern Conchucos Ancash",301161,Bhoi,C0216,Tibetan,,,,,,,,,,,,,,,,,,
,,4200,,,,4200_Caribbean,Caribbean,,,,,,,,Wolof,,,MAC,Macao,,,MC,,,,,,,,,,,,,,,,mge,Mango,,,,,,,,,,,116689,"Shaikh, Bhojpuri",307757,Suodi,C0270,"Bantu, Nguni",,,,,,,,,,,,,,,,,,
,,1420,,,,1420_Equatorial Guinea,Equatorial Guinea,,,,,,,,Qizilbash,,,GLP,Guadeloupe,,,GP,,,,,,,,,,,,,,,,abl,Lampung Nyo,,,,,,,,,,,110271,Tumbatu,304512,Laba (Chinese),C0303,Kayastha,,,,,,,,,,,,,,,,,,
,,4204,,,,"4204_Bahamas, The","Bahamas, The",,,,,,,,Afar,,,GNQ,Equatorial Guinea,,,EK,,,,,,,,,,,,,,,,mzb,Tumzabt,,,,,,,,,,,101258,Berta,307413,Shabak,C0047,Amazigh-Riff,,,,,,,,,,,,,,,,,,
,,2330,,,,2330_Turkish Cyprus,Turkish Cyprus,,,,,,,,Deaf Saudi Arabian,,,BHS,The Bahamas,,,BF,,,,,,,,,,,,,,,,avd,Alviri-Vidari,,,,,,,,,,,109788,Tamil Muslim,303961,Khatik,C0112,Kru,,,,,,,,,,,,,,,,,,
,,2607,,,,2607_Czech Republic,Czech Republic,,,,,,,,Anjana (Gujarati),,,CYP,Cyprus,,,CY,,,,,,,,,,,,,,,,kir,Kyrgyz,,,,,,,,,,,107256,"Ngbandi, Southern",303023,Herero,C0134,Mande,,,,,,,,,,,,,,,,,,
,,3304,,,,3304_Fiji,Fiji,,,,,,,,Batahin,,,CZE,Czechia,,,EZ,,,,,,,,,,,,,,,,tsc,Tswa,,,,,,,,,,,118345,"Somali, Garre",306299,Okpamheri,C0346,Kshatriya,,,,,,,,,,,,,,,,,,
,,2201,,,,2201_Albania,Albania,,,,,,,,Bozo Tiemaxo,,,FJI,Fiji,,,FJ,,,,,,,,,,,,,,,,jbn,Nafusi,,,,,,,,,,,118692,"Kummara, Kummari",300201,Alas,C0319,Arain,,,,,,,,,,,,,,,,,,
,,4222,,,,4222_Barbados,Barbados,,,,,,,,Nai (Kannada),,,ALB,Albania,,,AL,,,,,,,,,,,,,,,,toi,Tonga (Zambia),,,,,,,,,,,107158,Ndengereko,307117,Saharawi,C0071,"Filipino, Muslim",,,,,,,,,,,,,,,,,,
,,4236,,,,4236_French Guiana,French Guiana,,,,,,,,"Nosu, Butuo",,,MYT,Mayotte,,,MF,,,,,,,,,,,,,,,,rwr,Marwari (India),,,,,,,,,,,118704,"Bhoi, Marathi",301972,Dasari,C0309,Mali,,,,,,,,,,,,,,,,,,
,,3336,,,,3336_French Polynesia (Tahiti),French Polynesia (Tahiti),,,,,,,,"Senufo, Syenara",,,BRB,Barbados,,,BB,,,,,,,,,,,,,,,,kfr,Kacchi,,,,,,,,,,,114313,Suodi,309256,Mashan Miao,C0054,Bouyei,,,,,,,,,,,,,,,,,,
,,3316,,,,3316_New Caledonia,New Caledonia,,,,,,,,"Quechua, Ancash,  Conchucos, Northern",,,GUF,French Guiana,,,FG,,,,,,,,,,,,,,,,kjc,Coastal Konjo,,,,,,,,,,,105552,Laba,302608,Gawara,C0108,Kazakh,,,,,,,,,,,,,,,,,,
,,2526,,,,2526_Malta,Malta,,,,,,,,Shaikh (Bhojpuri),,,PYF,French Polynesia,,,FP,,,,,,,,,,,,,,,,xal,Kalmyk-Oirat,,,,,,,,,,,118968,"Namasudra, Tripuri",307460,Sherifi,C0258,"Bantu, Central-Congo",,,,,,,,,,,,,,,,,,
,,2401,,,,2401_Maldives,Maldives,,,,,,,,Tumbatu,,,NCL,New Caledonia,,,NC,,,,,,,,,,,,,,,,kdn,Kunda,,,,,,,,,,,115440,Shabak,307652,Songhai,C0201,South American Indigenous,,,,,,,,,,,,,,,,,,
,,1517,,,,1517_Sao Tome And Principe,Sao Tome And Principe,,,,,,,,Beni Shangul,,,MLT,Malta,,,MT,,,,,,,,,,,,,,,,gow,Gorowa,,,,,,,,,,,118783,"Khatik, Telugu",304536,Lahawin,C0282,South Asian Buddhist,,,,,,,,,,,,,,,,,,
,,2126,,,,2126_Luxembourg,Luxembourg,,,,,,,,Indian Muslim,,,MDV,Maldives,,,MV,,,,,,,,,,,,,,,,tyr,Tai Daeng,,,,,,,,,,,103756,Herero,303770,Kasena,C0341,Jogi,,,,,,,,,,,,,,,,,,
,,3348,,,,3348_Vanuatu,Vanuatu,,,,,,,,"Ngbandi, Southern",,,STP,Sao Tome and Principe,,,TP,,,,,,,,,,,,,,,,bxu,China Buriat,,,,,,,,,,,107618,Okpamheri,309384,Cape Malay,C0284,Chamar,,,,,,,,,,,,,,,,,,
,,3356,,,,3356_Guam-Marianas,Guam-Marianas,,,,,,,,Garre,,,LUX,Luxembourg,,,LU,,,,,,,,,,,,,,,,ssy,Saho,,,,,,,,,,,100215,Alas,306986,Reddika,C0211,Tajik,,,,,,,,,,,,,,,,,,
,,4234,,,,4234_Curacao,Curacao,,,,,,,,"Kummara, Kummari",,,VUT,Vanuatu,,,NH,,,,,,,,,,,,,,,,sqs,Sri Lankan Sign Language,,,,,,,,,,,108512,Saharawi,308117,Tharaka,C0099,Japanese,,,,,,,,,,,,,,,,,,
,,4237,,,,4237_Saint Lucia,Saint Lucia,,,,,,,,Ndengereko,,,GUM,Guam,,,GQ,,,,,,,,,,,,,,,,sck,Sadri,,,,,,,,,,,117736,Dasari,301333,Bolla,C0202,Spanish,,,,,,,,,,,,,,,,,,
,,2122,,,,2122_Iceland,Iceland,,,,,,,,Bhoi (Marathi),,,CUW,Curaçao,,,UC,,,,,,,,,,,,,,,,csx,Cambodian Sign Language,,,,,,,,,,,114208,"Miao, Central Mashan",300482,Are Kapu,C0215,Thai,,,,,,,,,,,,,,,,,,
,,3306,,,,3306_Kiribati,Kiribati,,,,,,,,Suodi Nosu,,,LCA,Saint Lucia,,,ST,,,,,,,,,,,,,,,,mtr,Mewari,,,,,,,,,,,112176,Gavara,301639,Chakkala,C0057,Bungku-Bajau,,,,,,,,,,,,,,,,,,
,,4512,,,,4512_Paraguay,Paraguay,,,,,,,,Laba,,,ISL,Iceland,,,IC,,,,,,,,,,,,,,,,dsq,Tadaksahak,,,,,,,,,,,108937,Sherifi,304333,Kuka,C0326,Other South Asian,,,,,,,,,,,,,,,,,,
,,4404,,,,4404_Bolivia,Bolivia,,,,,,,,Deaf Yemeni,,,KIR,Kiribati,,,KR,,,,,,,,,,,,,,,,zhd,Dai Zhuang,,,,,,,,,,,116360,"Bania, Kannada",301250,Birgid (Birked),C0009,Altaic,,,,,,,,,,,,,,,,,,
,,4235,,,,4235_Grenada [Incl. Carriacou And Petite Martinique],Grenada [Incl. Carriacou And Petite Martinique],,,,,,,,Namasudra (Tripuri),,,PRY,Paraguay,,,PA,,,,,,,,,,,,,,,,mdy,Male,,,,,,,,,,,114970,"Songhai, Humburi Senni",309244,Mana / Mani,C0023,Assyrian / Aramaic,,,,,,,,,,,,,,,,,,
,,4240,,,,4240_Saint Vincent And The Grenadines,Saint Vincent And The Grenadines,,,,,,,,Shabak,,,BOL,Bolivia,,,BL,,,,,,,,,,,,,,,,tly,Talysh,,,,,,,,,,,105573,Lahawin,307131,Sais,C0342,Gujjar,,,,,,,,,,,,,,,,,,
,,4231,,,,4231_Aruba,Aruba,,,,,,,,Khatik (Telugu),,,GRD,Grenada,,,GJ,,,,,,,,,,,,,,,,kcz,Konongo,,,,,,,,,,,104705,Kasena,306656,Pendar,C0044,Benue,,,,,,,,,,,,,,,,,,
,,2107,,,,2107_England,England,,,,,,,,Herero,,,VIR,Virgin Islands,,,VQ,,,,,,,,,,,,,,,,tzm,Central Atlas Tamazight,,,,,,,,,,,114855,Cape Malay,304181,Konjo (Indonesia),C0192,Sindhi,,,,,,,,,,,,,,,,,,
,,3321,,,,3321_Yap-Micronesia,Yap-Micronesia,,,,,,,,Okpamheri,,,VCT,Saint Vincent and the Grenadines,,,VC,,,,,,,,,,,,,,,,dgo,Dogri,,,,,,,,,,,117743,Reddika,309335,"Bedouin, Fezzan",C0338,Darzi,,,,,,,,,,,,,,,,,,
,,3340,,,,3340_Tonga,Tonga,,,,,,,,Deaf North Korean,,,ABW,Aruba,,,AA,,,,,,,,,,,,,,,,mzy,Mozambican Sign Language,,,,,,,,,,,110009,Tharaka,300483,Are Katika,C0228,Vietnamese,,,,,,,,,,,,,,,,,,
,,4202,,,,4202_Antigua and Barbuda,Antigua and Barbuda,,,,,,,,Alas,,,JEY,Jersey,,,JE,,,,,,,,,,,,,,,,naq,Khoekhoe,,,,,,,,,,,117738,Bolla,305144,Mankar,C0279,Romani,,,,,,,,,,,,,,,,,,
,,3328,,,,3328_Western Samoa,Western Samoa,,,,,,,,Sahrawi,,,FSM,Federated States of Micronesia,,,FM,,,,,,,,,,,,,,,,knk,Kuranko,,,,,,,,,,,109426,"Bozo, Sorogoye",301034,Beja,C0022,Assamese,,,,,,,,,,,,,,,,,,
,,4210,,,,4210_Dominica,Dominica,,,,,,,,Dasari,,,TON,Tonga,,,TN,,,,,,,,,,,,,,,,abv,Baharna Arabic,,,,,,,,,,,117739,Are Kapu,306724,Pinjara,C0292,Valmiki,,,,,,,,,,,,,,,,,,
,,4229,,,,4229_Cayman Islands,Cayman Islands,,,,,,,,"Miao, Mashan",,,ATG,Antigua and Barbuda,,,AC,,,,,,,,,,,,,,,,gwc,Gawri,,,,,,,,,,,118638,Chakkala,302882,Gurika,C0049,Amazigh-Shilha,,,,,,,,,,,,,,,,,,
,,3312,,,,3312_Marshall Islands,Marshall Islands,,,,,,,,Gavara,,,WSM,Samoa,,,WS,,,,,,,,,,,,,,,,muq,Eastern Xiangxi Miao,,,,,,,,,,,105358,Kuka,300252,Ambalavasi,C0219,Tuareg,,,,,,,,,,,,,,,,,,
,,4220,,,,4220_Guyana,Guyana,,,,,,,,Sherifi,,,DMA,Dominica,,,DO,,,,,,,,,,,,,,,,ras,Tegali,,,,,,,,,,,101483,Birgid,303118,Husseinat,C0024,Atlantic,,,,,,,,,,,,,,,,,,
,,3500,,,,3500_Southeast Asia,Southeast Asia,,,,,,,,Bania (Kannada),,,BMU,Bermuda,,,BD,,,,,,,,,,,,,,,,mni,Meitei,,,,,,,,,,,106208,Mana,304024,"Kimr, Gimr",C0226,Uzbek,,,,,,,,,,,,,,,,,,
,,2602,,,,2602_Denmark,Denmark,,,,,,,,Songhai,,,CYM,Cayman Islands,,,CJ,,,,,,,,,,,,,,,,avl,Eastern Egyptian Bedawi Arabic,,,,,,,,,,,118682,Sais,309110,Zhuang,C0223,Ural-Siberian,,,,,,,,,,,,,,,,,,
,,4239,,,,4239_Turks and Caicos Islands,Turks and Caicos Islands,,,,,,,,Lahawin,,,GGY,Guernsey,,,GK,,,,,,,,,,,,,,,,blf,Buol,,,,,,,,,,,118674,Pendar,306447,Palaung,C0039,Batak-Nias of Sumatra,,,,,,,,,,,,,,,,,,
,,4241,,,,4241_St. Martin,St. Martin,,,,,,,,Kasena,,,MHL,Marshall Islands,,,RM,,,,,,,,,,,,,,,,bns,Bundeli,,,,,,,,,,,105189,Konjo Pegunungan,302474,Gabit,C0025,Atlantic-Jola,,,,,,,,,,,,,,,,,,
,,3324,,,,3324_American Samoa,American Samoa,,,,,,,,Cape Malay,,,GUY,Guyana,,,GY,,,,,,,,,,,,,,,,tdd,Tai Nüa,,,,,,,,,,,103013,"Bedouin, Fezzan",303072,Hongjin Tai,C0102,Jews,,,,,,,,,,,,,,,,,,
,,2603,,,,2603_Liechtenstein,Liechtenstein,,,,,,,,Reddika,,,CCK,Cocos (Keeling) Islands,,,CK,,,,,,,,,,,,,,,,daj,Dar Fur Daju,,,,,,,,,,,118864,Are Katika,305196,Marassari,C0183,Punjabi,,,,,,,,,,,,,,,,,,
,,2104,,,,2104_San Marino,San Marino,,,,,,,,Tharaka,,,FRO,Faroe Islands,,,FO,,,,,,,,,,,,,,,,shu,Chadian Arabic,,,,,,,,,,,118809,Mankar,305130,Mango,C0330,Bhil,,,,,,,,,,,,,,,,,,
,,2103,,,,2103_Monaco,Monaco,,,,,,,,Bolla,,,MNP,Northern Mariana Islands,,,CQ,,,,,,,,,,,,,,,,fuf,Pular,,,,,,,,,,,101211,Beja,304582,Lampung,C0220,Tukangbesi of Sulawesi,,,,,,,,,,,,,,,,,,
,,3360,,,,3360_Palau,Palau,,,,,,,,Bozo,,,TCA,Turks and Caicos Islands,,,TK,,,,,,,,,,,,,,,,moy,Shekkacho,,,,,,,,,,,118675,"Pinjara, Kannada",301088,"Amazigh, Saharan",C0312,Sonar,,,,,,,,,,,,,,,,,,
