OBJECTID,PEID,PGID,Name,NmDisp,NmAlt,ISOalpha3,Ctry,Regn,RegnSub,ROG,AffCd,Aff,PeopleDesc,LocationDesc,Pop,PopCls,EvngPct,EvngLvl,CongExst,Plnting,EngStat,GSEC,GSECbrf,GSEClng,SPI,SPIdesc,LPI,LPIname,LPIdesc,ROL,Lang,LangFamily,LangClass,LangSpkrs,ROR,Rlgn,RlgnAdher,RORdesc,RlgnBs,ROR4,ROR3,RlgnDiv,ROP3,PplNm,ROP25,Ethne,ROP2,PplClstr,ROP1,Affbloc,Bible,Jesus,Radio,Gospel,Audio,Stories,ResTot,LvlBible,YrPub,PicCrdt,PicURL,Photo,Indigenous,Latitude,Longitude,PeopleSearch,UpdatedDate
,,PG050462,French,Tanzanians,"Mennonite Germans, Lowland Germans",FRA,France,,,FR,,,"a South African ethnic group primarily of Dutch, German, and French Huguenot descent",Canary Islands,22000,,1.54,,,,,,,,,,,,,urd,Urdu,Central Sudanic,"Niger-Congo, Atlantic-Congo, Atlantic, Southern, Mel, Temne, Baga",51,BLA,Buddhism - Tibetan,53,"Tibetan Buddhism, a branch of Buddhism characteristic of Tibet and certain regions of the Himalayas.",,EAW,,Ancestor Worship,103059,French,302936,Hakka,C0173,Other Sub-Saharan African,,,,,,,,,,,2001,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: CharlesFred - Flickr <a href=""https://flickr.com/photos/charlesfred/2701246069"">CharlesFred - Flickr</a> Licensed under <a href=""https://creativecommons.org/licenses/by-nc-sa/2.0/"">CC BY-NC-SA 2.0</a>",https://joshuaproject.net/assets/media/profiles/photos/p13317.jpg,,,52.51497892,13.34435636,Tajiks of Germany (PG050462),2025-02-11T03:41:34.191+00:00
,,PG050471,"Arab, Moroccan",French,"Guanche, Canarios, Canarians",BRA,Brazil,,,BR,,,a community of predominantly British heritage with a distinct identity shaped by their geographical isolation on the Patagonian Shelf in the South Atlantic Ocean,"Rajasthan: Dausa, Jaipur, and Tonk districts; possibly in Ajmer, Bundi, Jhalawar, northern Karauli, Kishangarh, Kota, and Sawai Madhopur districts",5200,,0.03,,,,,,,,,,,,,mkd,Macedonian,Surmic,"Indo-European, Germanic, West, Low Saxon-Low Franconian, Low Saxon",30,EJF,Ethnoreligion - Shinbutso-shugo,75,"Shinbutsu-shugo, a syncretized mixture of Shinto and Buddhism that forms a unique Japanese Folk Religion  practiced by Japanese worldwide.",,OKI,,Kirati,106804,"Arab, Moroccan",308102,Thai,C0024,Atlantic,,,,,,,,,,,1999,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Johann Tempelhoff",https://joshuaproject.net/assets/media/profiles/photos/p12322.jpg,,,41.76746224,-87.61581567,Tanzanians of the United States (PG050471),2025-02-11T04:13:26.651+00:00
,,PG050580,"Han Chinese, Hakka",Moroccan Arabs,"American-born Chinese, English-speaking Chinese",HUN,Hungary,,,HU,,,an ethnolinguistic community indigenous to the Korean peninsula,"Rajasthan: Barmer, Bikaner, Churu, Jaisalmer, Jalore, Jodhpur, and Pali districts; Delhi, Gujarat, Haryana, Madhya Pradesh, Punjab, and Uttar Pradesh states; thoughout India",409000,,1.51,,,,,,,,,,,,,afr,Afrikaans,Furan,"Indo-European, Italic, Romance, Italo-Western, Western, Gallo-Iberian, Ibero-Romance, West Iberian, Castilian",97,OZR,Other - Zoroastrianism,78,"Zoroastrianism, a religion and philosphy based on the teachings of the Persian prophet Zoroaster. Zoroastrians believe there is one universal and transcendent God, Ahura Mazda.",,ODZ,,Druze,103691,"Han Chinese, Hakka",302886,Gurkha / Nepali,C0202,Spanish,,,,,,,,,,,2009,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Travellers & Tinkers - Wikimedia <a href=""https://commons.wikimedia.org/wiki/File:MaggieGoss.JPG"">Travellers & Tinkers - Wikimedia</a> Licensed under <a href=""https://creativecommons.org/licenses/by-sa/3.0/"">CC BY-SA 3.0</a>",https://joshuaproject.net/assets/media/profiles/photos/p13186.jpg,,,46.78162563,-56.17575064,French of Saint Pierre and Miquelon (PG050580),2024-09-27T13:41:23.225+00:00
,,PG050583,Thai,Han Chinese (Hakka),Fuchow,UGA,Uganda,,,UG,,,"an ethnolinguistic subgroup of Han Chinese originating from the Yangtze River area of China's Shanghai, Zhejiang, and Jiangsu provinces",concentraed in Punjab; widely scattered,255000,,0.12,,,,,,,,,,,,,kor,Korean,Mongolic-Khitan,"Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Western Palaungic, Danau",98,MIS,Islam - Shia Imami Ismaili,77,"Ismailism, the second largest branch of Shia Islam.",,NSE,,Secularism,101940,Thai,303334,Japanese,C0147,Mon-Khmer,,,,,,,,,,,1821,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: <a href=""https://unsplash.com/photos/2A4CxA33aA8"">Tycho Atsma - Unsplash</a>",https://joshuaproject.net/assets/media/profiles/photos/p10168.jpg,,,27.1178117,-13.16135268,Moroccan Arabs of Western Sahara (PG050583),2024-08-06T19:04:25.394+00:00
,,PG050597,Nepali,Thai,Apa,KOR,South Korea,,,KS,,,"a diaspora people of Kenyan nationality, undifferentiated by ethnicity","Himachal Pradesh: Kullu district, Balichowk, Banjar, and Sainj sub-districts",46500,,0.6,,,,,,,,,,,,,wuu,"Chinese, Wu",Uralic,"Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Eastern, East Central",78,EAW,Ethnoreligion - Ancestor Worship,95,"ancestor worship, based on the belief that the deceased have a continued existence and possess the ability to influence the fortune of the living.",,NAG,,Agnosticism,107204,Nepali,308484,Urdu,C0135,Marathi-Konkani,,,,,,,,,,,1914,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Ivan McClellan - Wikimedia <a href=""https://commons.wikimedia.org/wiki/File:Amish_Man_%285019141655%29.jpg"">Ivan McClellan - Wikimedia</a> Licensed under <a href=""https://creativecommons.org/licenses/by/2.0/"">CC BY 2.0</a>",https://joshuaproject.net/assets/media/profiles/photos/p11184.jpg,,,22.38557386,114.2712624,Han Chinese (Hakka) of Hong Kong (PG050597),2025-10-28T19:33:28.956+00:00
,,PG050598,Japanese,Nepalis,Chichor,GBR,the United Kingdom,,,UK,,,"an ethno-religious community of German Anabaptists who fled religious persecution in Europe prior to the 18th century, initially settling in Pennsylvania, then reolocating to Ontario after the Revolutionary War","Andhra Pradesh: Chittoor and Sri Potti Sriramulu Nellore districts, east Puducherry enclaves; Karnataka: Chamarajana district; Kerala: south; assorted border areas; Tamil Nadu state",13000,,0.9,,,,,,,,,,,,,pdc,"German, Pennsylvania",Uto-Aztecan,"Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Panjabi",5,OKI,Other - Kirati,52,"Kirati, a form of Shamanism practiced primarily by the Kirat or Kiranti people of the Himilayas.",,ENA,,Native American religions,104189,Japanese,304886,Macedonian,C0069,Fiji,,,,,,,,,,,2006,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Copyrighted ©️ 2025 GoWestAfrica Used with permission",https://joshuaproject.net/assets/media/profiles/photos/p12795.jpg,,,22.32925027,114.1615421,Vietnamese of Hong Kong (PG050598),2025-02-11T03:38:09.882+00:00
,,PG050599,South Asian,Japanese,"Hayi, Chipea",LAO,Laos,,,LA,,,an indigenous Muslim community of mixed Asian and South African heritage in South Africa,"Madhya Pradesh: Chhatarpur, Chhindwara, Datia, Narsinghpur, Panna, Sagar, Satna, Seoni, Shivpuri and Tikamgarh districts; Maharashtra: Bhandara and Nagpur districts; Rajasthan state; Uttar Pradesh: Banda, Hamirpur, Jalaun, Jhansi, and L",29500,,0.3,,,,,,,,,,,,,bsp,Baga Sitemu,Katukinan,"Indo-European, Indo-Iranian, Indo-Aryan, Outer Languages, Northwestern, Dardic, Kashmiri",83,ODZ,Other - Druze,38,"Druze, a small Middle Eastern religious sect characterized by secret religious practices and close social cohesion. The Druze to not permit outsiders to convert to their religion.",,ESM,,Shamanism,110423,Urdu,300070,Afrikaner,C0183,Punjabi,,,,,,,,,,,1930,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Coleccionista de Instantes - Flickr <a href=""https://www.flickr.com/photos/azuaje/5178635571"">Coleccionista de Instantes - Flickr</a> Licensed under <a href=""https://creativecommons.org/licenses/by-sa/2.0/"">CC BY-SA 2.0</a>",https://joshuaproject.net/assets/media/profiles/photos/p11345.jpg,,,22.33456962,114.1828329,Thai of Hong Kong (PG050599),2025-02-11T03:41:22.13+00:00
,,PG050600,Macedonian,South Asians,Jorhouy,ERI,Eritrea,,,ER,,,an ethnolinguistic subgroup of the larger Baga people of north-western Guinea. The Baga are known for their agricultural and fishing practices,"Andhra Pradesh, Chhattisgarh, Goa, Karnataka, and Madhya Pradesh states; Maharashtra: Belgaum, Bidar, and Karnataka districts",15500,,0.83,,,,,,,,,,,,,pdt,Plautdietsch,Chocoan,"Indo-European, Indo-Iranian, Indo-Aryan, Outer Languages, Southern, Konkani",71,NSE,Unaffiliated - Secularism,44,"secularism, a non-theistic philosphy that elevates human reason above the supernatural.",,ECO,,Confucianism,105968,Macedonian,302393,Falkland Islander,C0013,"Arab, Arabian",,,,,,,,,,,1910,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: <a href=""https://www.asiaharvest.org"">Asia Harvest-Operation Myanmar</a>",https://joshuaproject.net/assets/media/profiles/photos/p14364.jpg,,,22.30899873,114.1706879,Nepalis of Hong Kong (PG050600),2025-02-11T03:42:27.607+00:00
,,PG050602,Afrikaner,Macedonians,Maheuama,EGY,Egypt,,,EG,,,an ethnoreligious community that originated in the German and Dutch-speaking regions of Central Europe in the early years of the Protestant Reformation,"Madhya Pradesh: Bhopal, Dewas, Dhar, Guna, Indore, Mandsaur, Nimuch, Rajgarh, Rathlam, Sehore, Shajapur, and Ujjain districts; Rajasthan: Jhalawar district. Sondwari dialect geographically isolated from the others",24000,,0.42,,,,,,,,,,,,,spa,Spanish,Mataguayan,"Indo-European, Indo-Iranian, Indo-Aryan, Outer Languages, Northwestern, Dardic, Shina",48,NAG,Unaffiliated - Agnosticism,85,"agnosticism, a philosophical view that humans can never be certain in matters of so-called religious knowledge as to whether God exists or not.",,EDA,,Daoism,100093,Afrikaner,304211,Korean,C0020,"Arab, Yemeni",,,,,,,,,,,1950,Photo by Microsoft. (2025). Image generated by Copilot: Chinese American,https://joshuaproject.net/assets/media/profiles/photos/p18995.jpg,,,22.28673232,114.2163879,Japanese of Hong Kong (PG050602),2024-08-06T17:49:53.732+00:00
,,PG050608,Falkland Islander,Afrikaners,"Nughoe, Newwer",MRT,Mauritania,,,MR,,,"a people of mixed European and North African ancestry whose identity is more closely tied to their European, particularly Spanish, heritage than to their ancient North African Berber roots","Bihar: Arwal, Aurangabad, western Bhagalpur, Gaya, Jehanabad, western Munger, Nalanda, Nawada, eastern Patna, and Sheikhpura districts; Jharkhand: Giridih, Hazaribagh, Palamu, southern Ranchi districts, and north Chota Nagpur area",30500,,19.67,,,,,,,,,,,,,dnu,Danau,Pano-Tacanan,"Indo-European, Indo-Iranian, Indo-Aryan, Outer Languages, Eastern, Bengali-Assamese",82,ENA,Ethnoreligion - Native American religions,82,"Native American religions, an umbrella term that encompasses widely varied spiritual practices unique to the culture and location of individual nations.",,ESA,,Samaritanism,102992,Falkland Islander,303888,Kenyan,C0107,Kashmiri,,,,,,,,,,,1948,Photo by Google. (2025). Image generated by Gemini 2.5 Flash: Rajput (Kashmiri),https://joshuaproject.net/assets/media/profiles/photos/p10558.jpg,,,22.30045347,114.1725809,South Asians of Hong Kong (PG050608),2024-09-27T13:34:45.252+00:00
,,PG043434,Korean,Falkland Islanders,Palar,ISL,Iceland,,,IC,,,an ethnolinguistic community of Myanmar,"Madhya Pradesh: Barwani, south Dhar, Khandwa, and Khargone districts; Maharashtra and Uttar Pradesh states",2700,,9.44,,,,,,,,,,,,,hif,Fiji Hindi,Chibchan,"Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Gujarati",66,ESM,Ethnoreligion - Shamanism,98,"shamanism, a practice that involves reaching an altered state of consciousness in order to interact with the spirit world.",,OMA,,Mandaeism,105225,Korean,306663,Amish (Pennsylvania Dutch),C0335,South Asian Jain,,,,,,,,,,,1993,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Apsaramokashi - Flickr <a href=""https://flickr.com/photos/25436878@N02/2719317917"">Apsaramokashi - Flickr</a> Licensed under <a href=""https://creativecommons.org/licenses/by/2.0/"">CC BY 2.0</a>",https://joshuaproject.net/assets/media/profiles/photos/p13677.jpg,,,43.7062,-79.3123,Macedonians of Canada (PG043434),2024-06-25T16:04:10.08+00:00
,,PG050474,"Han Chinese, Wu",Koreans,Poosoo,KAZ,Kazakhstan,,,KZ,,,a community of American-born Chinese who are descendants of immigrants from China who began arriving in significant numbers during the mid-19th century,"Chhattisgarh: Bilaspur and Koriya districts; Madhya Pradesh: Anuppur, Chhindwara, Dindori, Jabalpur, Mandla, Panna, Rewa, Satna, Shahdol, Sidhi, and Umaria districts; Uttar Pradesh: Allahabad, Banda, Mirzapur, and Hamirpur districts",6260000,,6.11,,,,,,,,,,,,,cdo,"Chinese, Min Dong",Arawakan,"Indo-European, Indo-Iranian, Indo-Aryan, Outer Languages, Eastern, Bihari",81,ECO,Ethnoreligion - Confucianism,97,"Confucianism, a Chinese ethical and philosophical system linked to the teachings of the Chinese philosopher Confucius.",,OBH,,Baha'i,102143,"Han Chinese, Wu",309384,Cape Malay,C0086,Gujarati,,,,,,,,,,,2002,Photo by Google. (2025). Image generated by Gemini 2.5 Flash: Jat Sikh,https://joshuaproject.net/assets/media/profiles/photos/p19772.jpg,,,43.67847447,-79.6380057,Afrikaners of Canada (PG050474),2025-06-04T11:55:47.535+00:00
,,PG050577,Kenyan,Han Chinese (Wu),MuChi,MAR,Morocco,,,MO,,,"an ethnolinguistic community resulting from the assimilation of Indo-Aryan, Dravidian, Indo-Portuguese, and Austro-Asiatic ethnic groups who trace their ancestry to the Indian state of Goa during the time when Goa was an overseas province of Portugal","Bihar state; Delhi; Madhya Pradesh state; Uttar Pradesh: Allahabad, Bahraich, Bara-Banki, Faizabad, Gonda, Kheri, Lucknow, Pratapgarh, Rae-Bareli, Sitapur, Sultanpur, and Unnao districts",8600,,16.8,,,,,,,,,,,,,pan,"Punjabi, Eastern",Quechuan,"Indo-European, Indo-Iranian, Indo-Aryan, Outer Languages, Eastern, Oriya",76,U,Unknown,92,unknown.,,,,,116236,Kenyan,300675,Baga,C0015,"Arab, Levant",,,,,,,,,,,1998,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Muaz Asim - Wikimedia <a href=""https://commons.wikimedia.org/wiki/File:Kashmiri_girl.jpg"">Muaz Asim - Wikimedia</a> Licensed under <a href=""https://creativecommons.org/licenses/by-sa/4.0/"">CC BY-SA 4.0</a>",https://joshuaproject.net/assets/media/profiles/photos/p11488.jpg,,,-51.695,-57.850556,Falkland Islanders of Falkland Islands (Islas Malvinas) (PG050577),2024-09-26T18:35:33.289+00:00
,,PG050587,Amish,Kenyans,Weuyeu,ETH,Ethiopia,,,ET,,,an ethnolinguistic community of predominantly South Asian ancestry indigenous to the Melanesian island nation of Fiji,"Gujarat: Kachchh district, Hajipir village",57000,,10,,,,,,,,,,,,,afb,"Arabic, Gulf",Arawan,"Hmong-Mien, Hmongic, Chuanqiandian",45,EDA,Ethnoreligion - Daoism,63,"Daoism, one of three major religions with historical roots in China, regarded as part of Chinese folk religion.",,,,,107976,Amish,306748,Mennonite (Plautdietsch),C0043,Bengali,,,,,,,,,,,1990,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: <a href=""https://www.eritrea.be/"">Eduardo Araia</a>",https://images.peoplegroups.org/imbpeople-featured-images/PG050453.jpg,,,22.3109221,114.1716702,Han Chinese (Cantonese) of Hong Kong (PG050587),2025-10-28T19:32:44.878+00:00
,,PG050601,Cape Malay,Amish,"Louma, Luma",IRQ,Iraq,,,IZ,,,an ethnolinguistic subgroup of Han Chinese originating in the northeastern counties of China's Fujian province,Gujarat: Saurashtra region,95500,,7.27,,,,,,,,,,,,,acq,"Arabic, Ta’izzi-Adeni",Aymaran,"Afro-Asiatic, Semitic, South, Ethiopian, North",58,ESA,Ethnoreligion - Samaritanism,89,"Samaritanism, an Abrahamic religion closely related to Judaism.",,,,,114855,Cape Malay,309417,Canary Islander,C0178,Pashtun,,,,,,,,,,,1924,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: <a href=""https://pixabay.com/photos/iceland-fisherman-historically-boat-108044/"">Wolfgang Barth - Pixabay</a>",https://joshuaproject.net/assets/media/profiles/photos/p18478.jpg,,,22.28464535,114.2230732,Koreans of Hong Kong (PG050601),2025-10-31T14:28:39.386+00:00
,,PG050606,Baga Sitemu,Cape Malay,"SingMoon LaoMai, LaoMai",OMN,Oman,,,MU,,,"an ethnolinguistic group characterized by their rich cultural heritage, agricultural prowess, and vibrant traditions, originating from the Punjab region of South Asia, currently divided between Pakistan and India","Himachal Pradesh: Chamba and Lahul Spiti districts in Kashmir valley; Jammu and Kashmir: Anantag, Badgam, Bandipore, eastern Baramula and Kupwara, Doda, Ganderbal, Kargil, Kishtwar, Kulgam, west Leh, Ramban, and Shupian districts",11000,,0.2,,,,,,,,,,,,,kas,Kashmiri,Peba-Yagua,"Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Rajasthani, Marwari",77,OMA,Other - Mandaeism,84,"Mandaeism, a gnostic religion practiced primarily by the Mandaean people. Mandaeans settled in northern Mesopotamia and are still found in parts of Iraq and Iran.",,,,,100739,Baga Sitemu,301935,Danau,C0163,Odia,,,,,,,,,,,2003,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: CharlesFred - Flickr <a href=""https://flickr.com/photos/charlesfred/7849295494"">CharlesFred - Flickr</a> Licensed under <a href=""https://creativecommons.org/licenses/by-nc-sa/2.0/"">CC BY-NC-SA 2.0</a>",https://joshuaproject.net/assets/media/profiles/photos/p22575.jpg,,,22.28949431,114.1995508,Han Chinese (Wu) of Hong Kong (PG050606),2024-11-11T20:07:59.608+00:00
