OBJECTID,ROP2,PeopleCluster,Description,Citation,Source,EditorComments,ROP1,AddDate,EditDate,Status
235,C0215,Thai,"The Thai people are the main ethnic group of Thailand and part of the larger Tai ethnolinguistic family of Southeast Asia. The Thai languages (Central, Northeastern, Northern, and Southern), are all classified within the Kam-Tai branch of Tai-Kadai. Theravada Buddhism is the primary religion of most Thai people, but sizeable subgroups of Sunni Muslims are found throughout Thailand.",None,Patrick Johnstone,None,A011,2003-10-30T00:00:00+00:00,2012-09-17T00:00:00+00:00,1
236,C0222,Turkmen,"The Turkmen are a Turkic people predominantly found in Turkmenistan, Iran, and Afghanistan, with smaller communities scattered throughout Central Asia. They speak the Turkmen language. A nomadic people, the Turkmen are skilled in horsemanship and carpet weaving. Major Turkmen tribes include the Teke, Yomut, Arsary, Chowdur and Saryk.",None,Patrick Johnstone,None,A015,2003-10-30T00:00:00+00:00,2012-04-23T00:00:00+00:00,1
237,C0224,Urdu,"Urdu is part of the Hindustani language family. It is the national language of Pakistan and is also widely spoken in India. Colloquial Urdu is mutually intelligible with Hindi, yet due to religious nationalism and communal tensions, speakers of both Urdu and Hindi frequently assert that they are distinct languages. While the majority of Urdu speakers are Muslim, there are also significant minoritites of urdu speakers who follow other religions. The Urdu people cluster encompasses numerous castes and tribes within Pakistan and India.",None,Patrick Johnstone,None,A012,2003-10-30T00:00:00+00:00,2025-04-10T00:00:00+00:00,1
238,C0227,Vanuatu,"The Vanuatu people cluster encompasses numerous small people groups that inhabit the island nation of Vanuatu in the South Pacific.  Almost half of these people groups number less than 1,500 people, yet they are linguistically diverse. More than 100 languages, mostly of Malayo-Polynesian origins, are still spoken in Vanuatu.",None,Patrick Johnstone,None,A010,2003-10-30T00:00:00+00:00,2015-05-04T00:00:00+00:00,1
239,C0228,Vietnamese,"Within Vietnam they are officially known as 'Kinh', but around the world they are better known simply as Vietnamese. Originating in what is now southern China and northern Vietnam, the Vietnamese people occupy the entire eastern seacoast of the Indochinese Peninsula. Ethnic Vietnamese predominantly speak the Vietnamese language and practice the Mahayana tradition of Buddhism.",None,Patrick Johnstone,None,A011,2003-10-30T00:00:00+00:00,2012-06-29T00:00:00+00:00,1
240,C0232,Yao-Mien,"Yao and Mien are synonymous terms for a group of peoples living in scattered mountain communities across southwestern China. 'Yao' was adopted as the official minority name by the Chinese government in 1949, but 'Mien' is widely used among the people. Culturally, they are very close to the majority Han Chinese people. Traditionally they work as upland farmers, though many have migrated to urban centers and quite a few have immigrated to Vietnam, Laos, Thailand and the United States. Most of the Yao-Mien peoples practice Daoism with a mixture of animism and ancestor veneration.",None,Patrick Johnstone,None,A011,2003-10-30T00:00:00+00:00,2012-06-29T00:00:00+00:00,1
241,C0235,Zhuang,"The Zhuang are an ethnic group predominantly found in the Guangxi Zhuang Autonomous Region in southern China. Some also live in surrounding provinces of China and across the border into Vietnam. An official minority in China, by most estimates the Zhuang number around 18 million, establishing them as the largest minority people in China. In urban settings they are quickly assimilating with the Han Chinese and in many cases are indistinguishable from the Han Chinese.",None,Patrick Johnstone,None,A011,2003-10-30T00:00:00+00:00,2012-06-29T00:00:00+00:00,1
242,C0236,Undefined,The Undefined people cluster encompasses those peoples that have been preliminarily identified but for whom more detailed ethnicity or linguistic data is insufficient to authoritatively classify within existing people clusters.,None,Patrick Johnstone,None,A016,2003-10-30T00:00:00+00:00,2012-04-26T00:00:00+00:00,1
243,C0013,"Arab, Arabian","Arabs trace their cultural history to desert-dwelling Semitic tribes in the Syrian and Arabian deserts as early as the ninth century BC. At its zenith Arab culture dominated West Asia and North Africa. The Arabian Arab people cluster encompasses Arabs of the Arabian Peninsula: Yemeni, Saudi, Gulf, Omani, Bahraini, etc.",None,Patrick Johnstone,None,A001,2003-10-30T00:00:00+00:00,2012-04-23T00:00:00+00:00,1
244,C0014,"Arab, Hassaniya","Hassaniya is a variety of Arabic spoken by the Beni Hassan Bedouin tribes whose authority extended over most of Mauritania and Western Sahara between the 15th and 17th centuries. The Hassaniya Arab people cluster encompasses Arabs in Algeria, Morocco, Mauritania, Mali, Niger, Senegal and Western Sahara where Hassaniya is widely spoken. These tribes  overwhelmingly follow the Sunni branch of Islam.",None,Patrick Johnstone,None,A001,2003-10-30T00:00:00+00:00,2012-04-25T00:00:00+00:00,1
245,C0016,"Arab, Libyan","The Libyan Arab people cluster encompasses Libyan and Cyrenaican Arabs (Cyrenaica is the historical name of the eastern region of Libya that self-declared autonomy in 2007). Additionally, there are small numbers of 'Wahati'  or ""people of the oasis"" who inhabit oases in Egypt but are classified as Libyan Arabs. These desert dwellers are descendants of tribes who migrated to Egypt from the north coast of Libya and mingled with people from the Nile Valley.",None,Patrick Johnstone,None,A001,2003-10-30T00:00:00+00:00,2012-04-26T00:00:00+00:00,1
246,C0017,"Arab, Maghreb","Maghreb refers to the region of north Africa west of Egypt, encompassing the countries of Morocco, Algeria, Tunisia, Libya and Mauritania along with the disputed territory of Western Sahara (mostly controlled by Morocco). 

 Most of the Arabs of Algeria, Morocco and Tunisia are classified as Maghreb. Libyan Arabs are typically classified within a separate Libyan Arab people cluster.",None,Patrick Johnstone,None,A001,2003-10-30T00:00:00+00:00,2012-04-26T00:00:00+00:00,1
247,C0018,"Arab, Shuwa","Shuwa is a term used to describe one of the regional Arab language varieties, spoken predominantly in Chad and Sudan around Lake Chad. 'Baggara,' an Arabic term for nomadic cattle herding, is commonly added to people group names within this people cluster. The term 'Shuwa' is primarily used by non-Arabic speakers to describe their Arabic speaking neighbors.",None,Patrick Johnstone,None,A001,2003-10-30T00:00:00+00:00,2012-04-30T00:00:00+00:00,1
248,C0019,"Arab, Sudan","The Sudan Arab cluster encompasses most of the people groups that speak Sudanese Arabic. Heavy borrowing of vocabulary from local languages has resulted in a variety of Arabic that is unique to Sudan, reflecting the unique mix of both African and Arab cultures.",None,Patrick Johnstone,None,A001,2003-10-30T00:00:00+00:00,2012-04-30T00:00:00+00:00,1
249,C0020,"Arab, Yemeni",Yemeni Arabic is a cluster of Arabic varieties spoken in Yemen and southwestern Saudi Arabia. The two largest languages within this linguistic cluster are Sanaani (Northern Yemini Arabic) and Ta'izzi-Adeni (Southern Yemini Arabic).,None,Patrick Johnstone,None,A001,2003-10-30T00:00:00+00:00,2012-04-30T00:00:00+00:00,1
250,C0023,Assyrian / Aramaic,"The Assyrian / Aramaic people cluster encompasses several Neo-Aramaic languages. While their roots trace to the Assyrian and Chaldean civilizations in the Middle East, today these language are more widely spoken through the Assyrian and Chaldean communities scattered across Europe and North America. A majority of peoples within this people cluster are Christians, with roots in the Assyrian Church of the East and the Ancient Church of the East.",None,Patrick Johnstone,None,A001,2003-10-30T00:00:00+00:00,2012-09-27T00:00:00+00:00,1
251,C0040,"Bedouin, Arabian",The Bedouin are part of a predominantly desert-dwelling Arabian ethnic group traditionally divided into tribes or clans. The term 'Bedouin' derives from the Arabic 'badawi' which means semiarid desert. The four Bedouin people groups that comprise the Arabian Bedouin people cluster are primarily found in Saudi Arabia and Egypt. Islam is the religion of each of these Arabian Bedouin people groups.,None,Patrick Johnstone,None,A001,2003-10-30T00:00:00+00:00,2012-07-23T00:00:00+00:00,1
252,C0041,"Bedouin, Saharan",The Bedouin are part of a predominantly desert-dwelling Arabian ethnic group traditionally divided into tribes or clans. The term 'Bedouin' derives from the Arabic 'badawi' which means semiarid desert. The Saharan Bedouin people cluster encompasses numerous tribal groups scattered across the Saharan region of North Africa. Sunni Islam is practiced by all Saharan Bedouin people groups.,None,Patrick Johnstone,None,A001,2003-10-30T00:00:00+00:00,2012-07-23T00:00:00+00:00,1
253,C0045,Amazigh-Saharan,"Amazigh are the indigenous ethnic group of North Africa west of the Nile Valley. The Amazigh-Saharan people cluster encompasses Amazigh people groups scattered across the Saharan desert in Algeria, Tunisia, Libya, and Egypt. Traditionally, the term ""Berber"" has been used by outsiders to refer to the Amazigh, but the term ""Berber"" is inherently discriminatory and the endonym ""Amazigh"" is preferred.",None,Patrick Johnstone,None,A001,2003-10-30T00:00:00+00:00,2024-09-27T00:00:00+00:00,1
254,C0046,Amazigh-Kabyle,"Amazigh are the indigenous ethnic group of North Africa west of the Nile Valley. The Kabyle are an Algerian ethno-cultural and linguistic Amazigh community who take their name from their homeland of Kabylia in northern Algeria. Traditionally, the term ""Berber"" has been used by outsiders to refer to the Amazigh, but the term ""Berber"" is inherently discriminatory and the endonym ""Amazigh"" is preferred.",None,Patrick Johnstone,None,A001,2003-10-30T00:00:00+00:00,2024-09-27T00:00:00+00:00,1
255,C0047,Amazigh-Riff,"Amazigh are the indigenous ethnic group of North Africa west of the Nile Valley. The Amazigh-Riff people cluster encompasses a mainly mountainous region of northern Morocco, with some fertile plains, stretching from Cape Spartel and Tangier in the west to Ras Kebdana and the Melwiyya River in the east, and from the Mediterranean Sea in the north to the river of Wergha in the south. Traditionally, the term ""Berber"" has been used by outsiders to refer to the Amazigh, but the term ""Berber"" is inherently discriminatory and the endonym ""Amazigh"" is preferred.",None,Patrick Johnstone,None,A001,2003-10-30T00:00:00+00:00,2024-09-27T00:00:00+00:00,1
256,C0048,Amazigh-Shawiya,"Amazigh are the indigenous ethnic group of North Africa west of the Nile Valley. The Amazigh-Shawiya people cluster encompasses the Shawiya of the Aures Mountain region of eastern Algeria. Traditionally, the term ""Berber"" has been used by outsiders to refer to the Amazigh, but the term ""Berber"" is inherently discriminatory and the endonym ""Amazigh"" is preferred.",None,Patrick Johnstone,None,A001,2003-10-30T00:00:00+00:00,2024-09-27T00:00:00+00:00,1
257,C0049,Amazigh-Shilha,"Amazigh are the indigenous ethnic group of North Africa west of the Nile Valley. The Amazigh-Shilha people cluster encompasses multiple people groups primarily found in Morocco. Traditionally, the term ""Berber"" has been used by outsiders to refer to the Amazigh, but the term ""Berber"" is inherently discriminatory and the endonym ""Amazigh"" is preferred.",None,Patrick Johnstone,None,A001,2003-10-30T00:00:00+00:00,2024-09-27T00:00:00+00:00,1
258,C0067,Egyptian,"Egyptian identity is closely tied to geography. Egyptians share a common culture and a rich history that dates to around 3150 BC. Christianity was the majority religion during the 4th to 6th centuries AD until the Muslim conquest of Egypt. Sunni Islam predominates in modern Egypt, though a sizeable Coptic Christian community remains as a distinct ethnoreligious sub-group. Egyptian Arabic is the dominant language, but Saidi Arabic is widely spoken in Upper Egypt.",None,Patrick Johnstone,None,A001,2003-10-30T00:00:00+00:00,2012-08-16T00:00:00+00:00,1
259,C0219,Tuareg,"The Tuareg are a Berber people with a traditionally nomadic pastoralist lifestyle. They are the principal inhabitants of the Saharan interior of North Africa. The Tuareq languages represent a family of closely related languages and dialects, most typically referred to as Tamasheq. Most Tuareg live in the Saharan parts of Niger and Mali, but constantly move across national borders. Small groups of Tuareg are found in southeastern Algerian, southwestern Libya, northern Burkina Faso, and northern Nigeria.",None,Patrick Johnstone,None,A001,2003-10-30T00:00:00+00:00,2012-09-27T00:00:00+00:00,1
260,C0237,"Arab World, generic","Arab World, generic is a category that encompasses Arabs outside the heart of the Middle East and North Africa. In some cases these Arabs live outside their home areas as minorities of mixed origins. In other cases they are distinct communities of Arabs who are slowly assimilating to their host culture.",None,Patrick Johnstone,None,A001,2003-10-30T00:00:00+00:00,2012-04-23T00:00:00+00:00,1
261,C0002,Aceh of Sumatra,"Aceh is a special region of Indonesia, located at the northern end of Sumatra. This region is home to the Acehnese people group and several smaller people groups whose languages are all part of the large Malayo-Polynesian language family. Sunni Islam is the primary religion for most of these people groups.",None,Patrick Johnstone,None,A008,2003-10-30T00:00:00+00:00,2012-09-17T00:00:00+00:00,1
262,C0030,Bali-Sasak,"Bali-Sasak is a family of closely related languages spoken on the Indonesian islands of Bali and West Nusa Tenggara. Bali, Sasak and Sumbawa are the major languages, but a few minor languages are also included in this people cluster. While the Bali follow Hinduism, other peoples within this people cluster practice Sunni Islam.",None,Patrick Johnstone,None,A008,2003-10-30T00:00:00+00:00,2012-09-27T00:00:00+00:00,1
263,C0033,Banjar of Kalimantan,"The Banjar are an indigenous people inhabiting the coastal regions of South Kalimantan, the Indonesian portion of the island of Borneo. Ethnically, the Banjar are Malay who migrated from Sumatra to Borneo around 400 AD. In addition to the Banjar, this people cluster encompasses several Dayak peoples who inhabited parts of Borneo as early as 1,000 BC.",None,Patrick Johnstone,None,A008,2003-10-30T00:00:00+00:00,2012-06-05T00:00:00+00:00,1
264,C0037,Barito of Kalimantan,"The Barito of Kalimantan people cluster encompasses several ethnic groups, only one of which--Bakumpai--is larger than 100,000. These groups are found in central and eastern Kalimantan, the Indonesian portion of the island of Borneo, along the Barito River. Islam and Animism dominate the spiritual lives of these people groups, with few known believers among them.",None,Patrick Johnstone,None,A008,2003-10-30T00:00:00+00:00,2012-07-23T00:00:00+00:00,1
265,C0039,Batak-Nias of Sumatra,"Batak is a collective term used to identify a number of ethnic groups predominantly found in North Sumatra, Indonesia. Nias Island lies in the Indian Ocean about 125 kilometers west of North Sumatra. The Batak-Nias of Sumatra people cluster encompasses a dozen ethnic groups that inhabit North Sumatra and the islands of Nias and Batu.",None,Patrick Johnstone,None,A008,2003-10-30T00:00:00+00:00,2012-07-23T00:00:00+00:00,1
266,C0056,Bugi-Makassar of Sulawesi,Sulawesi is the world's eleventh largest island and Indonesia's fourth largest island. The Bugis are an Austronesian ethnic group and the largest of three major linguistic and ethnic groups in southern Sulawesi. The Makassar are the second largest linguistic and ethnic group in southern Sulawesi. Several smaller groups in southern Sulawesi round out the Bugi-Makassar of Sulawesi people cluster.,None,Patrick Johnstone,None,A008,2003-10-30T00:00:00+00:00,2015-05-04T00:00:00+00:00,1
267,C0057,Bungku-Bajau,Bungku-Tolaki is the name assigned to a family of 15 Austronesian languages spoken primarily on Indonesia's Sulawesi island. Intermingled among the people who speak these languages are the Indonesian Bajau. Together these peoples form the Bungku-Bajau people cluster.,None,Patrick Johnstone,None,A008,2003-10-30T00:00:00+00:00,2012-08-14T00:00:00+00:00,1
268,C0059,Borneo-Kalimantan,"'Kalimantan' is an Indonesian term that refers to the island of Borneo. Indonesian territory accounts for roughly 73% of the land area of Borneo, with Malaysia and Brunei sharing the non-Indonesian portions of the island.  More than a hundred people groups are classified within the Borneo-Kalimantan people cluster. A majority of these groups number less than 10,000 with many groups under 1,000. This cluster is characterized by linguistic and religious diversity.",None,Patrick Johnstone,None,A008,2003-10-30T00:00:00+00:00,2012-08-14T00:00:00+00:00,1
269,C0070,"Filipino, Central",The Filipino people are an Austronesian ethnic group native to the islands of the Philippines. The people groups assigned to the Central Filipino people cluster share an ethnic and linguistic affinity along with a predominantly Roman Catholic heritage. Tagalog is the most widely spoken language within this cluster.,None,Patrick Johnstone,None,A008,2003-10-30T00:00:00+00:00,2012-08-16T00:00:00+00:00,1
270,C0071,"Filipino, Muslim",The Filipino people are an Austronesian ethnic group native to the islands of the Philippines. The people groups assigned to the Muslim Filipino people cluster share an ethnic and linguistic affinity along with a predominantly Sunni Islam heritage. They are concentrated in central Mindanao and scattered across the islands of the Sulu Archipelago.,None,Patrick Johnstone,None,A008,2003-10-30T00:00:00+00:00,2012-08-16T00:00:00+00:00,1
271,C0072,Filipino Tribal,"The Filipino people are an Austronesian ethnic group native to the islands of the Philippines. Of the 180 languages spoken in the Philippines, many are spoken by somewhat isolated, highland tribal peoples. Roman Catholic influence blends with traditional ethnic religion practices among the ethnic groups that comprise the Filipino Tribal people cluster.",None,Patrick Johnstone,None,A008,2003-10-30T00:00:00+00:00,2025-04-10T00:00:00+00:00,1
272,C0075,Flores-Sumba-Alor,"Flores, Sumba, and Alor are three of the four major islands that comprise the East Nusa Tenggara province in Indonesia. The fourth major island is Timor,  which is a separate people cluster. Diversity of language characterizes the people groups assigned to the Flores-Sumba-Alor people cluster, but aside from the large Manggarai people group that follows Sunni Islam, most of the groups on these islands are predominantly Christian.",None,Patrick Johnstone,None,A008,2003-10-30T00:00:00+00:00,2012-08-16T00:00:00+00:00,1
273,C0081,Gorontalo of Sulawesi,"Gorontalo is a province of Indonesia on the northern part of Sulawesi and the name of a prominent tribe that resides in that area. Included with the Gorontalo of Sulawesi people cluster are related tribes whose languages are also classified as Gorontalic, including the Bulango, Lolak and Kaidipang.",None,Patrick Johnstone,None,A008,2003-10-30T00:00:00+00:00,2012-08-20T00:00:00+00:00,1
274,C0101,Jawa,"Jawa is Indonesian for Java, the world's most populated island and one of the most densely populated places on the earth. Jawa is home to 60% of Indonesia's population. The people groups that make up the Jawa people cluster are overwhelmingly Islamic and predominantly speak a common Javanese language.",None,Patrick Johnstone,None,A008,2003-10-30T00:00:00+00:00,2022-05-26T00:00:00+00:00,1
275,C0103,Kaili-Tomini of Sulawesi,"Sulawesi is one of the larger islands of Indonesia and the world's eleventh largest island, distinctively formed by four large narrow peninsulas. The Gulf of Tomini separates the northern Minahassa peninsula and East Peninsula. Scattered throughout Central Sulawesi along the Gulf of Tomini are a number of people groups whose languages are classified as Kaili. These groups, the largest of which is the Kaili Ledo, form the Kaili-Tomini of Sulawesi people cluster.",None,Patrick Johnstone,None,A008,2003-10-30T00:00:00+00:00,2012-08-22T00:00:00+00:00,1
276,C0115,Lampung of Sumatra,"Lampung is the name of a province of Indonesia, the people who originated in that province, and a cluster of languages spoken there. Lampung province is located on the southern tip of the island of Sumatra. The Lampung of Sumatra people cluster includes several dialect subgroups of Lampung. Sunni Islam is practiced by almost all of the Lampung of Sumatra.",None,Patrick Johnstone,None,A008,2003-10-30T00:00:00+00:00,2012-08-29T00:00:00+00:00,1
277,C0121,Madura of Java,"Madura is an Indonesian island off the northeastern coast of Java and the name given to an ethnic group that originated there. While the Madurese have roots on Madura a majority have resettled in East Java, driven from their homeland by poor agricultural resources. The Madura of Java people cluster encompasses the Madura and related dialect subgroups, all of which practice Sunni Islam.",None,Patrick Johnstone,None,A008,2003-10-30T00:00:00+00:00,2012-09-05T00:00:00+00:00,1
278,C0122,Malagasy,"The Malagasy are an ethnic group that forms the majority of the population of Madagascar, an island country in the Indian Ocean, off the southeastern coast of Africa. There are two major subgroups, the highlander Merina and the central plateau Betsileo, and numerous smaller coastal subgroups distinguished from each other by unique cultural practices. Plateau Malagasy is the most widely spoken language, though several other related languages are spoken by various subgroups.",None,Patrick Johnstone,None,A008,2003-10-30T00:00:00+00:00,2012-09-05T00:00:00+00:00,1
279,C0123,Malay,"The Malay people cluster encompasses a variety of Austronesian peoples inhabiting the Malay Peninsula including the southernmost parts of Thailand, south coast of Myanmar, the island of Singapore, and coastal areas of Indonesia. The two largest people groups within this cluster are Malays and Indonesians but a number of smaller related ethnic groups are included. Sunni Islam is the most widely practiced religion among these peoples.",None,Patrick Johnstone,None,A008,2003-10-30T00:00:00+00:00,2012-09-05T00:00:00+00:00,1
280,C0130,Maluku-Central,"The Maluku or Molucca Islands of Indonesia are located east of Sulawesi, west of New Guinea, and north and east of Timor. Most of the islands are mountainous, some with active volcanoes. The islands were historically known as the ""Spice Islands"" by the Chinese and Europeans. The Central Maluku languages family includes 55 Austronesian languages spoken mainly on the Malukan islands of Seram, Buru, Ambon, Kei, Aru, and Sula. The people groups that comprise the Maluku-Central people cluster are mostly smaller, isolated peoples; only a handful number more than 25,000. Sunni Islam is the predominant religion.",None,Patrick Johnstone,None,A008,2003-10-30T00:00:00+00:00,2015-05-04T00:00:00+00:00,1
281,C0204,Sunda-Betawi of Java,"Sunda and Betawi are two large ethnic groups native to the western part of Java, Indonesia's most densely populated island. The Sunda number more than 30 million; the Betawi number around 5 million. Both languages are Malay based and both groups are predominantly Sunni Muslims. The Sunda-Betawi of Java people cluster also includes some smaller ethnic groups related to the Sundanese.",None,Patrick Johnstone,None,A008,2003-10-30T00:00:00+00:00,2012-09-05T00:00:00+00:00,1
282,C0217,Timor,"Timor is an island at the southern end of Southeast Asia, north of the Timor Sea. It is divided between an independent sovereign state, East Timor (Timor-Leste), and West Timor, which is part of the Indonesian province of East Nusa Tenggara. The island is characterized by ethnic and linguistic diversity. Christianity is the dominant religion throughout Timor, accounting for nearly 90% of the population, with Roman Catholics outnumbering Protestants.",None,Patrick Johnstone,None,A008,2003-10-30T00:00:00+00:00,2012-09-17T00:00:00+00:00,1
283,C0230,West Malaysia Indigenous,"Malaysia consists of thirteen states and three federal territories separated by the South China Sea into two regions, Peninsula Malaysia and Malaysian Borneo. Peninsular Malaysia shares a border with Thailand to the north. To the south is the island of Singapore. Peninsular Malaysia is also known as West Malaysia. This people cluster encompasses a number of relatively small people groups that are indigenous to West Malaysia.",None,Patrick Johnstone,None,A008,2003-10-30T00:00:00+00:00,2012-09-17T00:00:00+00:00,1
284,C0131,Maluku-Northern,"The Maluku or Molucca Islands of Indonesia are located east of Sulawesi, west of New Guinea, and north and east of Timor. Most of the islands are mountainous, some with active volcanoes. The islands were historically known as the ""Spice Islands"" by the Chinese and Europeans. North Maluku is a province of northeastern Indonesia that covers the northern part of the Maluku Islands. Most of the peoples assigned to the Maluku-Northern people cluster trace their cultural roots to one of four sultanates that once ruled these islands: Ternate, Tidore, Bacan, and Jailolo. Most of these people groups are smaller than 25,000 in population. Sunni Islam and folk religion are widely practiced.",None,Patrick Johnstone,None,A008,2003-10-30T00:00:00+00:00,2012-09-10T00:00:00+00:00,1
285,C0132,Maluku-Southern,"The Maluku or Molucca Islands of Indonesia are located east of Sulawesi, west of New Guinea, and north and east of Timor. Most of the islands are mountainous, some with active volcanoes. The islands were historically known as the ""Spice Islands"" by the Chinese and Europeans. The Maluku-Southern people cluster encompasses a number of smaller people groups whose languages are classified as Southeast Malukan or Aru and whose populations are centered on the islands of Aru, Babar, Kai, Leti,  Tanimbar, and Welar.",None,Patrick Johnstone,None,A008,2003-10-30T00:00:00+00:00,2012-09-10T00:00:00+00:00,1
286,C0137,Melayu of Sumatra,"Sumatra is an island in western Indonesia--the sixth largest island in the world--home to more than 50 million people. The Melayu Kingdom was a Southeast Asian kingdom that ruled much of Sumatra during the 7th century.  The Malay people take their name from the Melayu Kingdom. The Melayu of Sumatra people cluster encompasses the Deli, Riau Malay, and Jambi peoples along with several smaller, related ethnic groups, almost all of whom follow Sunni Islam.",None,Patrick Johnstone,None,A008,2003-10-30T00:00:00+00:00,2012-09-10T00:00:00+00:00,1
287,C0140,Minahasa-Sangir of Sulawesi,"Sulawesi is the world's eleventh largest island and Indonesia's fourth largest island. Minahasa and Sangir are two families of Malayo-Polynesian languages spoken throughout North Sulawesi. Christianity, Islam, and traditional religion are all practiced among the people groups that comprise the Minahasa-Sangir of Sulawesi people cluster.",None,Patrick Johnstone,None,A008,2003-10-30T00:00:00+00:00,2012-09-10T00:00:00+00:00,1
288,C0141,Minangkabau-Rejang of Sumatra,Sumatra is an island in western Indonesia--the sixth largest island in the world--home to more than 50 million people. The Minangkabau are an ethnic group indigenous to the Minangkabau Highlands of West Sumatra. The Rejang are an ethnic group scattered along the southwest coast of Sumatra. These two groups and a few smaller groups native to the region comprise the Minangkabau-Rejang of Sumatra people cluster. Sunni Islam is practiced by most of these peoples.,None,Patrick Johnstone,None,A008,2003-10-30T00:00:00+00:00,2012-09-10T00:00:00+00:00,1
289,C0149,Musi of Sumatra,"Sumatra is an island in western Indonesia--the sixth largest island in the world--home to more than 50 million people. The Musi River drains most of South Sumatra province, joining with the Banyuasin River to form a delta near the city of Sungsang. Scattered along the Musi River are a handful of people groups that speak the Musi language. These people groups form the Musi of Sumatra people cluster.",None,Patrick Johnstone,None,A008,2003-10-30T00:00:00+00:00,2012-09-10T00:00:00+00:00,1
290,C0160,Ogan of Sumatra,"Sumatra is an island in western Indonesia--the sixth largest island in the world--home to more than 50 million people. The Ogan people are an ethnolinguistic group of South Sumatra, found along the Ogan river valley. The Ogan of Sumatra people cluster encompasses the Ogan and a handful of related ethnic groups whose languages were once thought to be distinct but are now classified as dialects of Central Malay or Musi. One commonality shared by these people groups is their Sunni Islam faith.",None,Patrick Johnstone,None,A008,2003-10-30T00:00:00+00:00,2012-09-10T00:00:00+00:00,1
291,C0177,Pasemah of Sumatra,Sumatra is an island in western Indonesia--the sixth largest island in the world--home to more than 50 million people. The Pasemah Plateau that runs some 70 kilometers through the Pasemah Highlands has numerous archeological sites with relics dating to 100 AD.  The Pasemah people are believed to have originated in Borneo before migrating to Sumatra and the Pasemah Plateau. The Pasemah of Sumatra people cluster encompasses the Pasemah and several related ethnic groups that speak Central Malay and practice Sunni Islam. Most live in small farming villages of less than 1000 people.,None,Patrick Johnstone,None,A008,2003-10-30T00:00:00+00:00,2012-09-10T00:00:00+00:00,1
292,C0218,Toraja of Sulawesi,Sulawesi is the world's eleventh largest island and Indonesia's fourth largest island. The Toraja are an ethnic group indigenous to the mountains of South Sulawesi. Toraja and several related languages form the Toraja-Sa'dan language family. The other people groups assigned to the Toraja of Sulawesi people cluster seem to be related more by geography than by common ethnic or linguistic traits. Christianity and Sunni Islam are widely practiced among these people groups.,None,Patrick Johnstone,None,A008,2003-10-30T00:00:00+00:00,2012-09-10T00:00:00+00:00,1
293,C0220,Tukangbesi of Sulawesi,"Sulawesi is the world's eleventh largest island and Indonesia's fourth largest island. The Tukangbesi Islands are a group of islands off the southern coast of South East Sulawesi. Inhabitants of the five main Tukangbesi islands--Wanci, Kambode, Kaledupa, Tomia, and Binongko--form the Tukangbesi of Sulawesi people cluster. Their economy is based on fishing and trading throughout the island regions of Indonesia and Malaysia. Sunni Islam is the dominant religion.",None,Patrick Johnstone,None,A008,2003-10-30T00:00:00+00:00,2012-09-10T00:00:00+00:00,1
